excel_row,allocation_seq,movement_class,source_category,allocation_amount,target_account_id,target_account_code,target_account_name,map_reason
251,1,payment,5.02.002 - Locacao de Veiculos - Operacao,1750.0,122,7.2.002,Locacao de Veiculos - Operacao,explicit_code_map
252,1,payment,5.05.999 - Outros Custos Operacionais,6348.44,149,7.5.007,Outros Custos Operacionais,explicit_code_map
253,1,receipt,3.01.001 - Receita de Serviços Prestados,5142.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
253,2,receipt,6.01.001 - Simples Nacional,109.52,93,4.01.001,Simples Nacional,explicit_code_map
254,1,receipt,3.01.001 - Receita de Serviços Prestados,8380.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
254,2,receipt,6.01.001 - Simples Nacional,419.0,93,4.01.001,Simples Nacional,explicit_code_map
255,1,receipt,3.01.001 - Receita de Serviços Prestados,5200.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
256,1,receipt,3.01.001 - Receita de Serviços Prestados,2550.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
257,1,receipt,3.01.001 - Receita de Serviços Prestados,7000.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
258,1,receipt,3.01.001 - Receita de Serviços Prestados,7443.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
259,1,receipt,3.01.001 - Receita de Serviços Prestados,6056.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
260,1,receipt,3.01.001 - Receita de Serviços Prestados,3700.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
261,1,receipt,3.01.001 - Receita de Serviços Prestados,11800.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
262,1,receipt,3.01.001 - Receita de Serviços Prestados,21319.84,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
263,1,receipt,3.01.001 - Receita de Serviços Prestados,6000.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
